Property_Type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,furnishing_type,luxury_category,floor_category,coordinates,latitude,longitude
flat,sector 68,1.9,3.0,3.0,3+,Under Construction,2288.0,1,2,Low,Low Floor,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,sector 68,1.85,3.0,3.0,3+,Under Construction,1798.0,0,2,Medium,High Floor,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,sector 68,1.7,4.0,4.0,3+,New Property,1809.0,0,2,Medium,High Floor,"28.3853° N, 77.0484° E",28.3853,77.0484
Independent_house,sector 68,1.35,10.0,6.0,3+,Old Property,3500.0,0,2,Low,Mid Floor,"28.3853° N, 77.0484° E",28.3853,77.0484
Independent_house,sector 68,0.24,2.0,2.0,0,Relatively New,450.0,0,2,Medium,Low Floor,"28.3853° N, 77.0484° E",28.3853,77.0484
Independent_house,sector 68,0.44,3.0,2.0,1,Relatively New,128.0,0,2,Low,Low Floor,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,sector 109,1.8,3.0,3.0,2,Moderately Old,1910.0,1,2,Medium,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.38,3.0,3.0,1,Moderately Old,2419.0,0,2,Medium,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.7,1.0,1.0,2,Relatively New,965.0,0,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,2.2,3.0,3.0,2,Moderately Old,2576.0,1,0,Medium,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.65,3.0,3.0,3+,Relatively New,1946.0,1,0,Low,High Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.7,3.0,3.0,3+,Relatively New,2303.0,1,2,High,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,2.22,3.0,3.0,3,Relatively New,1896.0,1,2,Medium,High Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.75,3.0,4.0,3+,Relatively New,1946.0,1,2,High,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.75,3.0,3.0,3,Relatively New,1550.0,0,0,Medium,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,2.15,3.0,4.0,3,Relatively New,1896.0,1,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.6,3.0,3.0,3,Relatively New,2303.0,1,2,High,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.68,3.0,3.0,3,Relatively New,1579.0,0,2,Medium,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,2.95,4.0,5.0,3+,Relatively New,2851.0,1,2,High,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,2.25,3.0,4.0,3,Relatively New,2339.0,1,2,Medium,High Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.4,3.0,3.0,3+,Relatively New,1584.0,0,2,Medium,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.26,3.0,2.0,3,Relatively New,1701.0,0,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.7,3.0,3.0,3,Moderately Old,1550.0,0,2,Medium,High Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.8,3.0,3.0,3+,Relatively New,2000.0,0,2,Medium,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.35,3.0,2.0,3+,Relatively New,1477.0,0,2,Low,High Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.6,3.0,3.0,3,Relatively New,1550.0,0,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.4,3.0,3.0,3+,Relatively New,1466.0,0,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.65,3.0,3.0,3,Relatively New,1650.0,0,0,High,High Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.75,3.0,4.0,3+,Relatively New,1797.0,1,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.88,4.0,5.0,3,Relatively New,2765.0,0,2,Medium,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.75,3.0,4.0,3+,Relatively New,1946.0,1,2,Medium,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.4,3.0,3.0,3+,Relatively New,1466.0,0,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,2.95,4.0,4.0,3+,Relatively New,3150.0,1,0,High,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,2.2,3.0,4.0,3,Relatively New,1860.0,1,2,High,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.9,4.0,4.0,3,Relatively New,2765.0,1,2,Medium,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.2,3.0,2.0,2,Relatively New,1701.0,0,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.63,3.0,3.0,2,Relatively New,2303.0,1,2,High,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,2.2,3.0,4.0,3,Relatively New,1860.0,1,2,High,High Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.7,3.0,3.0,3,Relatively New,1550.0,0,2,Medium,High Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.72,3.0,4.0,3+,Relatively New,1797.0,1,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.5,3.0,3.0,3+,Relatively New,1466.0,0,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.5,3.0,4.0,3+,Relatively New,1797.0,1,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.45,3.0,4.0,3+,Relatively New,1797.0,1,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,2.22,3.0,4.0,3,Relatively New,1860.0,1,2,Medium,High Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.7,3.0,3.0,3,Relatively New,1550.0,0,2,Medium,High Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.4,3.0,3.0,3+,Relatively New,1584.0,0,2,Low,High Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,2.1,3.0,4.0,3+,Relatively New,2100.0,1,0,Low,High Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.68,3.0,3.0,3+,Moderately Old,2303.0,1,2,Medium,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.3,3.0,2.0,3,Moderately Old,1701.0,0,2,Low,High Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,0.79,3.0,2.0,2,Relatively New,1213.0,0,0,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.97,4.0,4.0,2,Relatively New,2380.0,1,2,Low,High Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.6,4.0,1.0,0,New Property,3008.0,0,2,Medium,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,2.3,3.0,4.0,3+,New Property,2339.0,1,2,Medium,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.5,3.0,3.0,1,New Property,2519.0,1,2,Medium,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,2.3,3.0,4.0,3+,New Property,2339.0,1,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.5,3.0,3.0,1,New Property,2519.0,1,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.75,3.0,3.0,3,New Property,1466.0,0,2,Medium,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,2.0,4.0,4.0,2,Relatively New,2380.0,1,2,Medium,High Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,5.5,4.0,4.0,3+,New Property,2430.0,1,2,Low,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,5.65,4.0,4.0,3+,New Property,5400.0,1,0,High,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,5.75,4.0,4.0,2,Relatively New,4800.0,1,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,5.7,4.0,5.0,3+,Relatively New,5400.0,1,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,12.5,5.0,6.0,3,Relatively New,4500.0,1,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,6.8,4.0,5.0,3,Relatively New,5400.0,1,2,Low,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,9.5,7.0,6.0,3,Relatively New,3600.0,1,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,7.0,5.0,6.0,2,Relatively New,5400.0,1,2,Low,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,6.2,5.0,5.0,2,Relatively New,2430.0,1,2,Low,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,5.9,4.0,5.0,2,Relatively New,2430.0,1,0,Low,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,5.85,4.0,5.0,3+,Relatively New,2214.0,1,0,Low,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,6.3,4.0,5.0,3+,Relatively New,7000.0,0,0,Medium,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,12.0,5.0,6.0,3,Relatively New,7000.0,1,0,Low,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,6.0,4.0,5.0,3+,Relatively New,2430.0,1,0,Low,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,11.3,7.0,5.0,3+,Relatively New,4500.0,1,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,11.25,7.0,5.0,3+,Relatively New,4500.0,1,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,5.7,4.0,4.0,3+,Relatively New,5400.0,1,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,1.87,3.0,4.0,0,Relatively New,2150.0,0,2,Low,High Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,1.55,3.0,2.0,0,Relatively New,2360.0,0,2,Low,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,6.1,5.0,6.0,3+,Moderately Old,2430.0,1,2,Medium,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,7.0,4.0,4.0,3+,Relatively New,5400.0,0,0,Low,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,7.0,5.0,5.0,3+,Relatively New,6228.0,1,2,High,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,9.5,5.0,5.0,3+,Relatively New,3600.0,1,2,Medium,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,6.25,4.0,4.0,3+,Relatively New,5400.0,1,2,High,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,9.4,5.0,6.0,3+,Relatively New,3600.0,1,0,Medium,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,6.0,4.0,4.0,3+,Relatively New,2430.0,1,2,Medium,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,6.15,5.0,5.0,3+,Relatively New,2250.0,1,0,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,10.0,4.0,5.0,3+,New Property,3600.0,1,0,Medium,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,6.0,5.0,5.0,3+,Relatively New,6228.0,1,2,High,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,8.48,4.0,6.0,3+,New Property,3600.0,1,2,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,6.25,5.0,7.0,3+,Relatively New,6228.0,1,2,Medium,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,8.75,5.0,5.0,3+,New Property,3600.0,1,0,Low,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,6.0,4.0,5.0,3,Moderately Old,6228.0,0,2,Medium,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,6.44,4.0,5.0,3+,New Property,2430.0,1,2,Medium,Mid Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,6.75,4.0,4.0,3+,New Property,6228.0,1,2,Medium,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
Independent_house,sector 109,6.5,4.0,4.0,3+,New Property,5400.0,1,0,Medium,Low Floor,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 106,3.2,3.0,3.0,3+,Under Construction,2224.0,1,2,Low,Mid Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.05,2.0,2.0,2,New Property,1539.0,0,2,Medium,Mid Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,6.3,5.0,6.0,3+,Under Construction,3797.0,0,0,Medium,Mid Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.0,2.0,2.0,3+,New Property,940.0,0,0,Medium,Low Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.17,3.0,4.0,3+,Relatively New,1186.0,1,2,Medium,High Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.15,3.0,4.0,3,Relatively New,1305.0,1,2,Medium,Mid Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.42,4.0,6.0,3+,Relatively New,2131.0,1,2,Medium,High Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,0.97,2.0,2.0,3,New Property,1200.0,0,0,Medium,Mid Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.35,4.0,4.0,3+,Relatively New,2100.0,1,0,Medium,High Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.5,4.0,6.0,3+,Relatively New,1535.0,1,2,High,High Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,0.88,2.0,2.0,3+,Relatively New,1120.0,0,2,Medium,Mid Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,0.88,2.0,2.0,3+,Relatively New,940.0,0,2,Medium,Low Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.28,3.0,4.0,3+,Relatively New,1186.0,1,2,Medium,High Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.34,4.0,5.0,3+,Relatively New,1535.0,1,2,Medium,Mid Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.32,4.0,5.0,3+,Relatively New,1535.0,1,2,High,High Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.13,3.0,4.0,3+,Relatively New,1186.0,1,2,High,High Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,0.95,2.0,2.0,3+,Relatively New,940.0,0,2,Low,Low Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,0.92,2.0,2.0,3+,Relatively New,940.0,0,2,Low,Low Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.25,3.0,4.0,3+,Relatively New,1186.0,1,2,Low,Mid Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,0.87,2.0,2.0,3+,New Property,1120.0,0,2,Low,Low Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.2,3.0,4.0,3+,Relatively New,1186.0,1,2,Low,Mid Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.15,3.0,3.0,3,Relatively New,1650.0,1,0,High,High Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.15,3.0,4.0,3+,Relatively New,1186.0,1,0,Low,High Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,0.39,1.0,1.0,1,Relatively New,567.0,0,2,Low,Mid Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.1,3.0,4.0,3+,Relatively New,1186.0,1,0,High,Mid Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.4,4.0,6.0,3+,Relatively New,1535.0,1,2,Medium,Mid Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.2,3.0,3.0,3,Relatively New,1145.0,0,2,Low,High Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.25,3.0,4.0,3,Relatively New,1305.0,1,2,High,High Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.25,3.0,4.0,3+,Relatively New,1186.0,1,2,High,Mid Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.14,3.0,4.0,3,Relatively New,1305.0,1,2,Medium,Mid Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.05,3.0,4.0,3+,Relatively New,1345.0,1,2,Low,Mid Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,0.46,1.0,1.0,1,New Property,778.0,0,2,Medium,High Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,3.9,3.0,3.0,0,Relatively New,2450.0,0,2,Low,High Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,2.1,4.0,6.0,3+,Relatively New,2131.0,1,2,Medium,Mid Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.82,3.0,2.0,2,Relatively New,1359.0,0,2,Medium,Mid Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.35,4.0,3.0,3,Old Property,1678.0,1,2,Low,High Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 106,1.4,3.0,4.0,3+,Under Construction,1593.0,1,2,Low,High Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
Independent_house,sector 106,5.6,5.0,4.0,3+,New Property,4000.0,1,2,Medium,High Floor,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 82,1.3,4.0,4.0,3+,Relatively New,1774.0,1,2,Medium,Low Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,2.25,3.0,3.0,3+,Relatively New,2333.0,1,1,Medium,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,2.91,4.0,4.0,3,Under Construction,3902.0,1,0,Low,Mid Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,0.75,2.0,2.0,2,Relatively New,1000.0,0,2,Low,Low Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,3.85,5.0,6.0,3+,New Property,5711.0,1,2,Medium,Mid Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.25,3.0,4.0,3+,Under Construction,1774.0,0,2,Low,Mid Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,3.0,4.0,6.0,3+,Relatively New,4425.0,1,0,Low,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,0.99,3.0,4.0,2,New Property,1620.0,1,2,High,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,2.2,3.0,3.0,3+,Relatively New,1893.0,1,1,High,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,2.85,4.0,4.0,3+,New Property,2179.0,1,1,High,Low Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.6,4.0,5.0,3+,Relatively New,2195.0,1,2,High,Mid Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.16,3.0,3.0,3+,Relatively New,1844.0,1,0,Medium,Low Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,0.97,3.0,4.0,2,Relatively New,1620.0,1,2,Low,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.28,3.0,3.0,3,Relatively New,1800.0,0,0,High,Mid Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.8,3.0,3.0,3+,Relatively New,1545.0,1,1,Medium,Mid Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,2.95,4.0,5.0,3+,Relatively New,2110.0,1,1,Low,Mid Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,2.55,4.0,4.0,3+,Relatively New,2273.0,0,1,Medium,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.15,3.0,4.0,2,Relatively New,1620.0,1,0,Medium,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,0.85,2.0,2.0,2,Relatively New,1176.0,0,0,High,Low Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,2.6,4.0,4.0,3+,Relatively New,2273.0,0,2,Low,Low Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.37,3.0,3.0,3,Relatively New,2000.0,1,0,Medium,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,0.94,2.0,2.0,2,Relatively New,1299.0,0,0,Medium,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,0.81,2.0,2.0,2,Relatively New,1176.0,0,0,Medium,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.39,3.0,3.0,3+,Relatively New,1955.0,1,0,Low,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,0.94,2.0,2.0,3+,Relatively New,1299.0,0,0,Medium,Mid Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,0.78,2.0,2.0,2,Relatively New,1175.0,0,0,Medium,Low Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,0.85,2.0,2.0,2,Relatively New,1294.0,0,2,Medium,Mid Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.0,2.0,2.0,2,Relatively New,1299.0,0,0,Medium,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.59,3.0,3.0,3+,Relatively New,1668.0,0,1,Medium,Mid Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.22,3.0,5.0,3+,Relatively New,2000.0,1,0,High,Mid Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.87,3.0,3.0,3,Moderately Old,1668.0,0,2,Medium,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.85,3.0,3.0,3,Moderately Old,1677.0,0,2,Medium,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,2.7,4.0,4.0,3+,Moderately Old,2576.0,1,2,Low,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.12,3.0,3.0,2,Relatively New,1588.0,0,2,Medium,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.12,3.0,4.0,2,Relatively New,1500.0,1,2,Medium,Mid Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,0.89,2.0,2.0,2,Relatively New,1202.0,0,0,High,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,0.86,2.0,2.0,2,Relatively New,1294.0,0,0,High,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,0.63,2.0,2.0,3+,Relatively New,1026.0,0,2,Low,Low Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.38,4.0,5.0,3+,Relatively New,2294.0,1,2,High,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,0.86,3.0,3.0,3,Moderately Old,1234.0,0,0,High,Mid Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.85,3.0,3.0,3+,Relatively New,1668.0,0,0,Medium,Low Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.45,4.0,3.0,0,Relatively New,1800.0,0,2,Low,Low Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.75,4.0,5.0,3+,Relatively New,2535.0,0,2,Medium,Low Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,0.62,1.0,1.0,0,Relatively New,650.0,0,2,Low,Mid Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,0.8,2.0,2.0,3,Relatively New,1383.0,0,2,Low,Mid Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,3.5,5.0,5.0,3+,Relatively New,2896.0,0,1,Low,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,3.5,5.0,5.0,3+,Relatively New,2896.0,0,1,Medium,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.25,3.0,4.0,3+,Under Construction,1774.0,0,2,Low,Mid Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.25,3.0,2.0,3,Relatively New,1667.0,0,0,Low,Low Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,0.67,2.0,2.0,3,Moderately Old,1150.0,0,2,Medium,Low Floor,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 82,1.0,2.0,2.0,2,Relatively New,1299.0,0,2,Medium,High Floor,"28.3935° N, 76.9600° E",28.3935,76.96
Independent_house,sector 82,7.5,5.0,5.0,3+,Relatively New,3240.0,1,0,Low,Low Floor,"28.3935° N, 76.9600° E",28.3935,76.96
Independent_house,sector 82,7.0,4.0,4.0,3+,Relatively New,3240.0,1,0,Low,Low Floor,"28.3935° N, 76.9600° E",28.3935,76.96
Independent_house,sector 82,3.85,5.0,6.0,3+,Relatively New,5140.0,0,2,Low,Mid Floor,"28.3935° N, 76.9600° E",28.3935,76.96
Independent_house,sector 82,6.5,4.0,3.0,0,Relatively New,3239.0,0,2,Medium,Low Floor,"28.3935° N, 76.9600° E",28.3935,76.96
Independent_house,sector 82,3.2,3.0,4.0,3,New Property,2160.0,1,2,Low,Low Floor,"28.3935° N, 76.9600° E",28.3935,76.96
Independent_house,sector 82,7.0,4.0,4.0,3+,Relatively New,3900.0,1,1,Low,Mid Floor,"28.3935° N, 76.9600° E",28.3935,76.96
Independent_house,sector 82,6.8,4.0,4.0,3+,Relatively New,3240.0,1,1,Medium,Mid Floor,"28.3935° N, 76.9600° E",28.3935,76.96
