Property_Type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,furnishing_type,luxury_category,floor_category,coordinates,latitude,longitude
flat,sector 7,0.45,2.0,2.0,1,Relatively New,1000.0,0,2,Low,Mid Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,sector 7,0.36,2.0,2.0,1,Relatively New,700.0,0,2,Low,Low Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,sector 7,0.54,2.0,2.0,1,Relatively New,1000.0,0,2,Low,Mid Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,sector 7,0.48,3.0,2.0,1,New Property,889.0,0,2,Medium,Low Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,1.95,2.0,2.0,2,Old Property,1440.0,0,2,High,Low Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,3.85,4.0,4.0,3,Old Property,2628.0,0,2,Low,Mid Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,2.0,2.0,2.0,2,Old Property,1440.0,0,2,Low,Low Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,3.1,3.0,3.0,2,Old Property,2250.0,0,2,Low,Low Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,2.25,3.0,3.0,2,Old Property,1440.0,0,0,Low,Low Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,0.66,3.0,1.0,1,Relatively New,550.0,0,2,Low,Mid Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,0.9,2.0,4.0,3,Old Property,900.0,1,0,Low,Mid Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,2.8,10.0,7.0,3,Old Property,2250.0,1,0,Low,Low Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,1.16,5.0,4.0,2,Old Property,122.0,0,2,Low,Low Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,1.15,5.0,3.0,2,Old Property,1350.0,0,2,Low,Low Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,1.16,2.0,4.0,2,Moderately Old,1102.0,0,2,Low,Mid Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,1.35,4.0,5.0,0,Old Property,330.0,0,2,Medium,Mid Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,0.53,2.0,2.0,0,Old Property,900.0,0,2,Low,Low Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,2.0,2.0,2.0,1,Relatively New,1800.0,0,2,Low,Low Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,0.95,2.0,1.0,1,New Property,450.0,0,2,Low,Mid Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,0.45,3.0,2.0,0,Old Property,1000.0,0,2,Low,Low Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,1.75,4.0,2.0,2,Old Property,1575.0,0,2,Low,Low Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,0.45,3.0,2.0,1,Old Property,900.0,0,2,Low,Low Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,0.75,3.0,5.0,3,Moderately Old,600.0,0,2,Low,Mid Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,2.3,5.0,3.0,3+,Old Property,1350.0,1,2,Low,Mid Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,3.0,7.0,7.0,0,Old Property,2610.0,0,2,Low,Mid Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,2.25,5.0,3.0,0,Old Property,148.0,0,2,Medium,Low Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,1.2,2.0,4.0,2,Old Property,1072.0,0,2,Low,Mid Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,0.69,1.0,1.0,1,Old Property,758.0,0,2,Low,Low Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,2.4,10.0,5.0,3,Old Property,2700.0,1,2,Low,Low Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,2.43,4.0,4.0,2,Old Property,345.0,0,2,Low,Mid Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,0.27,2.0,2.0,1,Moderately Old,225.0,0,2,Low,Low Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
Independent_house,sector 7,1.0,2.0,2.0,0,Old Property,126.0,0,2,Medium,Low Floor,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,sector 3,0.5,2.0,2.0,1,Old Property,722.0,0,0,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,1.35,2.0,2.0,0,Relatively New,1056.0,0,2,Medium,Mid Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,0.25,2.0,2.0,2,Relatively New,778.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,1.1,2.0,2.0,2,Under Construction,956.0,0,2,Low,High Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,0.43,2.0,2.0,1,Relatively New,722.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,0.42,2.0,2.0,1,Relatively New,833.0,0,0,Medium,Mid Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,0.55,2.0,2.0,1,Relatively New,778.0,0,0,Low,Mid Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,0.45,2.0,2.0,1,Relatively New,944.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,0.3,2.0,2.0,1,Relatively New,750.0,0,2,Medium,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,1.3,2.0,2.0,2,Under Construction,1604.0,0,2,Medium,Mid Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,0.58,2.0,2.0,2,Old Property,900.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,0.32,2.0,2.0,1,Relatively New,1056.0,0,0,Low,Mid Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,0.21,1.0,1.0,1,Relatively New,500.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,0.4,3.0,2.0,1,Relatively New,1000.0,0,2,Medium,Mid Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,0.4,3.0,2.0,1,Relatively New,1000.0,0,2,Low,Mid Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,0.28,2.0,2.0,1,Relatively New,600.0,0,2,Medium,Mid Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,1.2,2.0,2.0,3,Under Construction,1307.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,0.46,2.0,2.0,1,Relatively New,1000.0,0,0,Medium,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,0.26,2.0,1.0,2,Relatively New,611.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,0.22,2.0,2.0,1,Relatively New,570.0,0,1,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,1.25,2.0,2.0,3,Under Construction,1161.0,0,2,Medium,High Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,0.36,2.0,2.0,1,Relatively New,1056.0,0,2,Low,Mid Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,0.8,3.0,3.0,1,Old Property,1000.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 3,0.55,2.0,2.0,2,Old Property,900.0,0,2,Medium,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.67,3.0,2.0,1,Moderately Old,783.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.55,3.0,3.0,2,Relatively New,1350.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.58,2.0,2.0,1,Moderately Old,67.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.65,1.0,1.0,1,Moderately Old,70.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.61,2.0,2.0,2,Moderately Old,61.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.67,3.0,3.0,2,Relatively New,76.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.7,3.0,2.0,1,New Property,684.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.95,4.0,3.0,2,Old Property,1070.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.9,3.0,1.0,0,Moderately Old,1008.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.9,3.0,3.0,0,Moderately Old,112.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,1.5,3.0,3.0,0,Old Property,210.0,0,2,Low,Mid Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,4.12,2.0,1.0,3+,Moderately Old,4635.0,0,2,Low,Mid Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.85,1.0,1.0,0,Moderately Old,1000.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.75,2.0,2.0,0,Moderately Old,130.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,1.1,3.0,4.0,1,Moderately Old,990.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.55,2.0,1.0,0,Moderately Old,1100.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,1.5,6.0,1.0,0,New Property,3000.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.65,1.0,2.0,2,Moderately Old,585.0,0,2,Low,Mid Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.85,3.0,3.0,0,Moderately Old,1130.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.75,4.0,2.0,2,Old Property,1170.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.92,4.0,1.0,0,Moderately Old,603.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,1.1,4.0,4.0,3+,Old Property,1800.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,1.25,2.0,3.0,0,Moderately Old,160.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.37,1.0,1.0,1,Relatively New,480.0,0,2,Medium,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,1.1,5.0,4.0,2,Moderately Old,1100.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.6,3.0,3.0,1,Old Property,57.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.75,2.0,4.0,3,Moderately Old,640.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.68,5.0,3.0,0,Moderately Old,1755.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,1.5,7.0,2.0,0,Moderately Old,1980.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,1.0,3.0,4.0,2,Relatively New,900.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.4,1.0,1.0,0,Moderately Old,450.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.5,2.0,3.0,2,Old Property,540.0,0,2,Low,Mid Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.92,1.0,4.0,3,Moderately Old,603.0,0,2,Low,Mid Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.8,5.0,4.0,3,Under Construction,146.0,0,2,Low,Mid Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,3.6,5.0,3.0,2,Moderately Old,1620.0,0,2,Low,Mid Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.55,2.0,2.0,1,Moderately Old,810.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.4,1.0,1.0,1,Moderately Old,432.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.47,2.0,1.0,1,Moderately Old,624.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.5,2.0,2.0,2,New Property,450.0,1,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.8,2.0,3.0,1,Moderately Old,675.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,1.0,1.0,1.0,0,Moderately Old,1500.0,0,2,Medium,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.7,3.0,3.0,0,Moderately Old,117.0,0,2,High,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.47,3.0,4.0,0,Moderately Old,1350.0,0,2,Medium,Mid Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.4,2.0,1.0,0,Moderately Old,500.0,0,2,Medium,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.85,5.0,3.0,3,Moderately Old,1000.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.6,1.0,1.0,0,Moderately Old,1000.0,0,2,Medium,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,3.5,1.0,1.0,0,Moderately Old,3800.0,0,2,High,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.55,1.0,1.0,0,Moderately Old,750.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.9,3.0,4.0,3,Moderately Old,3500.0,0,0,Low,Mid Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.65,2.0,1.0,1,Moderately Old,500.0,0,2,Medium,Mid Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.8,2.0,4.0,1,Moderately Old,981.0,0,2,Medium,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.55,2.0,1.0,1,Moderately Old,75.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.7,2.0,3.0,1,Relatively New,999.0,0,2,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,1.9,4.0,3.0,2,Moderately Old,211.0,0,0,Low,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
Independent_house,sector 3,0.47,2.0,2.0,1,New Property,50.0,0,0,Medium,Low Floor,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 1,0.4,2.0,2.0,3,New Property,661.0,0,2,Low,High Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.29,2.0,2.0,1,Relatively New,577.0,0,2,Low,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.6,2.0,2.0,2,Relatively New,73.0,0,2,Low,Low Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.3,2.0,2.0,2,New Property,605.0,0,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.74,2.0,2.0,3+,New Property,1344.0,0,2,Medium,High Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.95,3.0,2.0,3+,Relatively New,1210.723472,0,2,Low,Low Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.83,3.0,2.0,2,New Property,1244.0,0,2,Low,Low Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.25,4.0,4.0,3+,Moderately Old,2946.0,0,0,Low,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.01,2.0,2.0,3,Under Construction,1184.0,0,2,Medium,High Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.5,2.0,2.0,2,New Property,591.0,0,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.3,2.0,2.0,2,Relatively New,711.0,0,2,Low,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.56,2.0,2.0,3,New Property,913.0,0,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.28,2.0,2.0,1,Relatively New,743.0,0,2,Low,High Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.28,2.0,1.0,1,Relatively New,1000.0,0,2,Medium,Low Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.9,3.0,2.0,2,Under Construction,1014.0,0,2,Low,Low Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.9,3.0,2.0,0,Under Construction,1120.0,0,2,Medium,Low Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.24,1.0,1.0,2,New Property,360.0,0,2,Medium,Low Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.4,2.0,2.0,1,New Property,615.0,0,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.34,2.0,2.0,1,New Property,699.0,0,2,Low,Low Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.26,2.0,2.0,1,Relatively New,535.0,0,2,Medium,Low Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.42,2.0,2.0,1,New Property,590.0,0,2,Low,High Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.5,2.0,2.0,3,New Property,1361.0,0,2,Medium,High Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.3,3.0,3.0,3+,Relatively New,1509.0,0,2,Low,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.9,2.0,2.0,2,Relatively New,1105.0,0,1,Medium,High Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,3.35,4.0,4.0,3+,New Property,5000.0,0,2,Low,Low Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.25,2.0,2.0,1,Relatively New,587.0,0,2,Low,Low Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.65,3.0,3.0,0,Relatively New,1051.0,0,2,Medium,Low Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.29,2.0,2.0,1,Relatively New,743.0,0,2,Low,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.38,2.0,2.0,2,Relatively New,750.0,0,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.95,2.0,2.0,3+,New Property,1129.0,0,0,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.65,4.0,3.0,3,New Property,3111.0,1,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.9,4.0,4.0,3,Moderately Old,2233.0,0,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.4,3.0,3.0,3+,Old Property,1611.0,0,1,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.54,2.0,1.0,3,New Property,828.0,0,2,Low,Low Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.4,3.0,3.0,3+,Old Property,1611.0,0,1,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.54,2.0,1.0,3,New Property,828.0,0,2,Low,Low Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.27,2.0,2.0,1,Relatively New,509.0,0,0,High,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.18,2.0,2.0,3,Old Property,1416.0,0,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.55,3.0,4.0,3+,Old Property,1738.0,1,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,2.01,4.0,4.0,3+,Moderately Old,1956.0,0,1,High,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.5,3.0,4.0,3+,Moderately Old,1738.0,1,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.95,2.0,2.0,3,Old Property,1573.0,0,0,Low,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.65,3.0,2.0,3+,Moderately Old,1696.0,0,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.51,3.0,4.0,3+,Moderately Old,1738.0,1,0,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.26,2.0,2.0,3,Moderately Old,1416.0,0,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.95,2.0,2.0,3,Moderately Old,1281.0,0,0,Medium,Low Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.64,3.0,2.0,3+,Old Property,1696.0,0,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.75,3.0,3.0,3+,Moderately Old,1914.0,1,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.36,3.0,3.0,3+,Moderately Old,1611.0,0,2,Low,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.98,2.0,2.0,3,Moderately Old,1281.0,0,2,Medium,Low Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.56,1.0,1.0,2,Moderately Old,723.0,0,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.2,3.0,3.0,3+,Moderately Old,2944.0,1,2,High,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.92,3.0,3.0,3+,Moderately Old,1924.0,1,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.9,3.0,3.0,3+,Moderately Old,2070.0,1,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.9,3.0,3.0,3+,Moderately Old,2321.0,1,2,High,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.85,3.0,3.0,3+,Moderately Old,1946.0,1,2,Low,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.14,3.0,3.0,3+,Relatively New,1382.0,0,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.96,2.0,2.0,3+,Relatively New,1131.0,0,2,Medium,High Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.9,3.0,3.0,3+,Moderately Old,1900.0,1,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.02,2.0,2.0,3,Moderately Old,1281.0,0,2,Medium,High Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.56,1.0,1.0,2,Moderately Old,722.0,0,2,Low,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.98,2.0,2.0,3,Moderately Old,1281.0,0,2,High,High Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.71,2.0,2.0,3,Relatively New,1154.0,0,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.78,2.0,2.0,2,Relatively New,1319.0,0,0,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.9,2.0,2.0,3+,Moderately Old,1100.0,0,0,Low,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.07,3.0,3.0,3+,Relatively New,1600.0,0,2,Low,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.75,3.0,4.0,3,Relatively New,2717.0,1,2,Low,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.73,3.0,3.0,3+,Moderately Old,1705.0,1,2,Medium,Low Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.95,3.0,4.0,3,Moderately Old,2232.0,1,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.48,2.0,2.0,3,Moderately Old,993.0,0,2,High,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.86,3.0,3.0,3+,Moderately Old,1900.0,1,2,Low,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.81,3.0,3.0,3+,Moderately Old,1900.0,1,2,Medium,Low Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.6,3.0,2.0,2,Moderately Old,1277.0,0,2,Medium,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,0.98,2.0,2.0,3,Moderately Old,1416.0,0,2,High,High Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.55,3.0,4.0,3+,Moderately Old,1738.0,1,2,High,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.01,2.0,2.0,3,Moderately Old,1281.0,0,2,High,Low Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.51,3.0,4.0,3+,Moderately Old,1738.0,1,2,Low,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 1,1.4,3.0,3.0,3+,Moderately Old,1611.0,0,2,Low,Mid Floor,"28.3663° N, 76.9456° E",28.3663,76.9456
